cardholder_name,card_number,merchant_name,merchant_category,amount,hour,distance_from_home,is_online,is_foreign,velocity_last_hour,is_fraud
Steven Clark,4094308943666475,"Merchant: Johnson, Smith and Hall",dining,40.03,7,20.26,0,0,1,0
David Morrison,4547199613069576,"Merchant: Fox, Nichols and Vance",electronics,26.98,13,0.19,0,0,1,0
Rebecca Kaufman DDS,4713080287852729,Merchant: Lewis Ltd,grocery,46.43,12,12.92,1,0,1,0
Larry Rivera,4406953517171189,"Merchant: Davis, Schwartz and Lara",grocery,8.68,17,22.66,0,0,2,0
Caitlin Ford,4213172361328000,Merchant: Meyers Inc,grocery,41.54,14,11.41,0,0,0,0
Adriana Johnson,4195940874950334,Merchant: Weber-Jackson,grocery,13.21,9,47.71,1,0,0,0
Sharon Cowan,4670577364140226,Merchant: Contreras-Ford,grocery,23.92,8,0.1,0,0,0,0
Andrea Butler,4956209484618023,Merchant: Erickson and Sons,grocery,19.43,12,2.72,0,0,1,0
Mike Martinez,4398843772118316,Merchant: Rogers PLC,dining,33.21,10,0.68,0,0,0,0
Maria Ferguson,4175309720486816,"Merchant: Calhoun, Chambers and Dodson",grocery,27.22,16,9.81,0,1,1,0
John Barber,4041292506983218,Merchant: Bautista-Bridges,electronics,8.49,7,1.54,1,0,2,0
James Short,4456863146870417,Merchant: Riley-Wolfe,grocery,16.0,2,26.57,1,0,1,0
Heidi Moran,4516695539218111,Merchant: Randall-Foster,electronics,20.91,12,25.32,0,0,0,0
Marie Patterson,4464880788990709,Merchant: Baker Inc,grocery,28.17,22,23.67,1,0,2,0
Charles Baker,4730983922282104,"Merchant: Sanchez, Woods and Jackson",electronics,29.11,7,1.57,0,0,1,0
Nicole Rodriguez,4152348417193225,Merchant: Estrada PLC,grocery,22.52,8,4.67,0,0,3,0
Jason Morgan,4717791850641978,"Merchant: Johnson, Brown and Gonzalez",online_shopping,15.49,10,6.51,1,0,0,0
Rebecca Clark,4320360714987032,"Merchant: Jones, Jackson and Stephens",grocery,25.69,7,12.43,0,0,1,0
Martin Jones,4844576763141315,Merchant: George-Gibson,gas_station,53.2,11,12.48,0,0,1,0
Katherine Sanchez,4993223947800057,Merchant: Ellis Group,online_shopping,20.74,6,7.67,0,0,1,0
Edward Wallace,4671566368568804,Merchant: Rose and Sons,grocery,41.65,7,38.79,0,0,1,0
Melissa Carroll,4099973482904507,Merchant: Reyes PLC,grocery,18.12,21,34.52,1,0,0,0
Pam Hernandez,4732663056259726,Merchant: Aguilar Ltd,dining,15.21,8,0.99,0,0,5,0
Daniel Wood,4370914428845834,Merchant: Moore-Jones,dining,19.53,13,4.82,0,0,1,0
Eddie Duffy,4604960913307721,Merchant: Barnes LLC,online_shopping,69.72,8,23.94,0,0,0,0
Mark Alvarez,4292875045328246,Merchant: Ray-Stephenson,electronics,49.98,16,5.03,0,0,4,0
Edward Manning,4802576998589395,"Merchant: Blankenship, Farmer and Hines",electronics,27.87,10,9.45,0,0,0,0
Bridget Carter,4251089664172880,Merchant: Swanson-Bird,grocery,94.12,16,3.73,0,0,2,0
Mark Johnson,4518955394534525,"Merchant: Kelly, Long and Gibbs",dining,43.43,5,9.13,1,0,1,0
Eric Silva,4852146111055978,Merchant: White-King,grocery,3.86,8,37.11,0,0,4,0
Nathan Mcgee,4223413242628988,"Merchant: Dixon, Dixon and Johnson",grocery,22.41,13,3.42,0,0,0,0
Jennifer Montgomery MD,4651956545603562,Merchant: Shaffer-Underwood,dining,14.51,11,0.45,1,0,1,0
Christopher Farrell,4197399641765707,"Merchant: Phillips, Russell and Walker",dining,21.79,7,18.27,0,0,1,0
James Grimes,4794912003258660,"Merchant: Owens, Khan and Garcia",travel,91.16,19,1.53,0,0,2,0
Mr. Joseph Thompson,4702169870912660,Merchant: Franco LLC,gas_station,19.14,6,3.67,0,0,0,0
Alexis Arroyo,4173823379713025,Merchant: Morton and Sons,dining,17.89,15,9.99,0,0,1,0
Eric Walker,4151332690187360,Merchant: Stewart Group,grocery,91.74,3,19.22,0,0,0,0
Richard Mccormick,4762742086002190,Merchant: Mitchell PLC,online_shopping,87.32,7,5.43,0,0,0,0
Heather Stevens,4241644796882484,Merchant: Ford PLC,grocery,10.36,8,0.33,1,0,3,0
Susan Larsen,4231748487415207,Merchant: Brown-Johnson,gas_station,21.77,9,8.39,0,0,1,0
Rachel Warren,4147548806174730,Merchant: Bennett-Cameron,travel,71.17,19,4.83,0,0,2,0
Dale Beck,4669471834499854,Merchant: Hansen-Miller,grocery,7.78,7,7.11,1,0,2,0
Brett Rivera,4472553655560596,Merchant: Murray LLC,travel,18.56,6,3.45,0,0,0,0
Juan Nichols,4338925169130682,"Merchant: Gutierrez, Johnson and Peterson",grocery,6.22,14,14.21,0,0,1,0
Shelia Waller,4129285034135900,Merchant: Campbell Inc,dining,33.04,0,10.51,0,0,0,0
Keith Wright,4067151525862176,Merchant: Watson-Phillips,dining,10.64,15,2.98,0,0,0,0
Patrick Norris,4087813299111181,Merchant: Lindsey-Butler,dining,36.73,13,17.58,0,0,1,0
Danielle Norris,4798405827345991,Merchant: Bryant-Smith,grocery,25.02,9,2.81,0,0,2,0
Andrew Lynch,4598989208582456,Merchant: Wallace Inc,online_shopping,15.69,15,9.01,1,0,0,0
Anna Lee,4031630733599855,"Merchant: Sanchez, Hardy and Allen",grocery,37.67,21,8.02,1,0,1,0
Amy Leach,4512253769848282,"Merchant: Guzman, Ward and Newman",online_shopping,19.02,18,14.59,0,0,2,0
Amy Perez,4410420710156338,Merchant: Hale Ltd,dining,56.82,21,26.87,0,0,2,0
Lauren Marshall,4807576449322938,Merchant: Pollard-Hunt,online_shopping,26.22,12,21.31,0,0,0,0
Rachael Flores,4074232893104986,"Merchant: Foster, Lopez and Hawkins",dining,45.88,17,8.39,1,1,1,0
Christina Wilson,4694406372136616,Merchant: Estrada-King,grocery,14.61,14,15.8,1,0,1,0
Craig Daniels,4928224963825697,Merchant: Clay-Green,dining,78.38,7,0.53,0,0,0,0
John Hudson,4169917554133086,"Merchant: Abbott, Figueroa and Mitchell",grocery,54.86,19,0.5,0,0,0,0
Shannon Rodriguez,4511300105899114,Merchant: Woodard and Sons,grocery,41.92,18,0.63,1,1,2,0
Paula Lee,4434249415613547,"Merchant: Patel, Lambert and Mclean",electronics,34.87,16,2.19,0,0,0,0
Lisa Bryant,4639073875656199,Merchant: Coleman and Sons,online_shopping,13.33,14,7.43,0,0,3,0
Paul Guzman,4129490401272415,Merchant: Potter-Ruiz,dining,7.82,6,13.38,0,0,1,0
Christopher Hunter MD,4502887338174548,Merchant: Bailey-Baker,dining,24.67,18,6.64,0,0,1,0
Elizabeth Camacho,4627577778321861,"Merchant: Hernandez, Taylor and Graham",grocery,83.39,15,4.91,0,0,1,0
Donald Hoffman,4337265683720044,Merchant: Lopez Group,dining,27.44,12,3.54,1,0,2,0
Jeremiah Rowland,4165591517827334,Merchant: Griffin Group,grocery,130.81,14,12.0,0,0,2,0
Katherine Flores,4021421721998982,"Merchant: Green, Galvan and Miles",online_shopping,38.66,18,1.03,1,0,1,0
Julie Martin,4372242823442900,Merchant: Yu-Hughes,travel,60.64,11,20.29,0,0,2,0
Jeffrey Torres,4122302530072326,Merchant: Lewis LLC,dining,47.85,8,14.16,0,0,0,0
Jessica Little,4844440513748871,Merchant: Sweeney-Murphy,online_shopping,27.56,13,13.32,0,0,0,0
Catherine Maxwell,4554800572529449,"Merchant: Neal, Noble and Huff",grocery,31.51,8,2.22,0,0,3,0
Cindy Shaw,4099823321532821,Merchant: Garcia-Aguirre,gas_station,19.45,17,16.32,0,0,1,0
Joseph Garcia,4320186162645602,Merchant: Wong-Schultz,electronics,20.68,9,7.97,1,0,1,0
Leon Duncan,4787211384704023,Merchant: Hamilton PLC,online_shopping,10.6,14,5.44,0,0,0,0
Christopher Miranda,4749300382955369,Merchant: Carr PLC,grocery,58.77,10,1.14,0,0,0,0
Sarah Bishop,4157370388577264,Merchant: Brown-Mclean,grocery,27.52,9,28.21,0,0,0,0
Tyler Zavala,4333606359999061,"Merchant: Adams, Jackson and Waters",grocery,17.44,15,7.6,1,0,1,0
Rachel Chan,4023175081053527,"Merchant: Gillespie, Gaines and Ashley",online_shopping,43.51,18,2.55,1,0,0,0
Timothy Kennedy,4622965221198645,"Merchant: Poole, Rhodes and Garza",dining,30.76,6,25.56,1,0,2,0
Elizabeth Thomas,4713341812916862,Merchant: Nguyen-Alexander,electronics,31.98,8,2.53,0,0,0,0
Hector Mcgee,4625361381848780,"Merchant: Smith, Curtis and Ware",grocery,14.16,17,2.95,1,0,1,0
Jeffery Long,4777110909332074,Merchant: Brown LLC,grocery,20.85,8,10.07,0,0,2,0
Philip Powell,4257316956285912,Merchant: Howard-Torres,gas_station,19.19,23,4.13,1,0,1,0
Heather Trujillo,4915820910036679,Merchant: Stanley LLC,grocery,8.62,17,0.21,0,0,1,0
Pamela Smith,4808273377997936,Merchant: Sloan-Ross,grocery,28.76,11,32.38,0,0,1,0
Christine Moran,4589365748586854,"Merchant: Woodward, Johnson and Jackson",dining,67.93,15,6.44,1,0,2,0
James Morris,4325744338723417,"Merchant: Chandler, Juarez and Vaughn",online_shopping,20.36,21,7.27,0,0,1,0
Erika Castro,4293991196862112,Merchant: Hutchinson-Love,grocery,112.32,13,19.4,0,0,0,0
Daniel Shaw,4759648872067971,Merchant: Johnson-Weber,travel,19.06,14,1.6,0,0,1,0
Ashley Sanchez,4384281826954905,Merchant: Cain and Sons,online_shopping,57.28,11,18.77,1,0,0,0
John Griffith,4103801219244638,"Merchant: Young, Wilson and Brown",online_shopping,126.53,18,12.94,0,0,2,0
Wesley Williams,4029739959927403,Merchant: Roberts LLC,online_shopping,14.82,3,3.71,0,0,3,0
Melissa Stout,4392132839068409,Merchant: Murray Group,dining,71.77,18,30.25,0,0,3,0
Mr. Lawrence Brooks,4515639351303990,Merchant: Hernandez LLC,gas_station,36.64,5,12.82,0,0,1,0
Mark Hill,4920133034228997,Merchant: Saunders PLC,gas_station,58.48,11,5.69,0,0,2,0
Thomas Rodriguez,4182432565094841,Merchant: Green PLC,online_shopping,33.53,16,14.27,0,0,1,0
Paul Nguyen,4455699033654535,Merchant: Harrell PLC,online_shopping,40.3,16,5.28,0,0,1,0
Jennifer Hernandez,4574347975643274,"Merchant: King, Boone and Mckinney",dining,32.69,13,14.5,0,0,5,0
Edwin Gonzalez,4329996043206114,"Merchant: Joseph, Anderson and Blake",grocery,18.95,13,0.75,0,0,0,0
David Armstrong,4170437965084338,"Merchant: Jones, Scott and Nelson",gas_station,110.48,20,3.91,0,0,1,0
Debbie Schmidt,4241749097827698,Merchant: Moreno and Sons,electronics,40.73,9,9.69,0,0,0,0
Alex Barton,4716420743751775,Merchant: Ramirez Inc,online_shopping,17.72,10,10.11,0,0,0,0
Richard Dawson,4842510816588786,"Merchant: Ayala, Payne and Boone",grocery,37.72,11,3.56,0,0,1,0
Scott Stein,4119674775316278,"Merchant: Reeves, Peterson and Brown",electronics,34.66,15,0.1,0,0,1,0
Stephen Lopez,4066999551540327,Merchant: Jensen-Dixon,electronics,32.09,18,20.63,1,0,0,0
Joel Cook,4624753666802899,Merchant: Mendoza-Stephens,grocery,96.38,1,24.32,1,0,3,0
Michele Scott,4614554511755957,"Merchant: Richards, Carlson and Elliott",grocery,52.66,11,41.97,1,0,1,0
Allison Wilson,4982157095646297,Merchant: Elliott-Mitchell,gas_station,12.67,10,51.52,1,0,3,0
James Tucker,4672308554436440,"Merchant: Jones, Evans and Thompson",grocery,42.15,1,2.44,0,0,1,0
Joseph Durham,4747908876883848,Merchant: Miller-Durham,online_shopping,80.63,15,4.61,1,0,1,0
Alexis Kim,4697157628948067,"Merchant: Nelson, Wyatt and Barnes",electronics,42.97,6,24.47,1,0,3,0
Jonathan Yates,4351862647788090,Merchant: Riley PLC,grocery,38.76,2,8.68,1,0,0,0
Katherine Andrews,4676617720023197,Merchant: Dawson Ltd,travel,16.55,7,9.63,0,0,2,0
Morgan Cunningham,4902001450162440,Merchant: Young-Middleton,grocery,14.57,16,8.62,0,0,0,0
Phyllis Schmidt,4009037224724240,"Merchant: Saunders, Garcia and Green",online_shopping,12.08,21,7.02,0,0,1,0
Sarah Miller,4056960580823003,Merchant: Bean Ltd,online_shopping,30.56,15,20.57,1,0,3,0
Lisa Kaiser,4799284639555645,"Merchant: Martin, Wade and Gaines",grocery,23.57,8,12.72,0,0,1,0
Pamela Jordan,4260817597011901,"Merchant: Hart, Smith and Carroll",online_shopping,61.58,23,78.94,0,0,0,0
Jerry Gilmore,4479490515848882,Merchant: Ross and Sons,electronics,92.95,12,3.61,0,0,0,0
Marie Jones,4581202725811419,"Merchant: Kelley, Welch and Meyers",dining,24.9,10,3.96,0,0,1,0
Gina Rose,4895065731328517,Merchant: Johnson and Sons,online_shopping,25.39,10,2.29,1,0,0,0
Samantha Reynolds,4529742866771901,Merchant: Fernandez-Mccoy,electronics,76.91,6,3.14,0,0,1,0
Kenneth Smith,4336828780897071,Merchant: Myers Group,online_shopping,17.68,15,2.74,0,0,2,0
Alicia Perez,4720529177508636,Merchant: Alexander LLC,online_shopping,16.49,11,22.08,0,0,1,0
David Walker,4776984311240989,Merchant: Cook Group,grocery,15.72,10,2.67,0,0,2,0
Erin Ellis,4043668995704116,Merchant: Kelly PLC,dining,35.28,5,52.09,0,0,2,0
Patricia Andrews,4356423164219632,"Merchant: Butler, Stuart and Gilbert",online_shopping,140.74,12,39.78,0,0,2,0
Spencer Camacho,4610875986078631,"Merchant: Spence, Diaz and Henderson",dining,24.17,9,14.68,0,0,4,0
Raymond Harris,4240579268248379,Merchant: Moore-Wilkins,dining,27.54,8,20.31,0,1,2,0
Alexander Guzman,4160614035195730,Merchant: Brown-Novak,electronics,62.41,9,5.85,1,0,1,0
Penny Fernandez,4097465248348311,"Merchant: Evans, Peters and Schmidt",gas_station,21.19,18,8.67,1,0,0,0
Erin Stewart,4450645334956926,Merchant: Morrison-Vega,dining,31.21,9,15.42,0,0,1,0
Daniel Turner,4013859864684804,Merchant: Osborne LLC,online_shopping,37.32,10,12.11,1,0,0,0
Devin Mayer,4228248743236294,Merchant: Moore-Reeves,grocery,52.48,9,4.12,1,0,0,0
Henry Taylor,4599551140684003,"Merchant: Thompson, Jacobs and Blackwell",gas_station,34.41,9,5.96,0,0,0,0
Jessica Flowers,4679471991201117,Merchant: Hall-Williams,grocery,7.4,12,13.36,0,0,2,0
Jeremy Manning,4282055641990390,Merchant: Jimenez-Miller,gas_station,38.85,12,1.28,0,0,1,0
Jamie Griffin,4097049221056123,"Merchant: Wagner, Pierce and Taylor",dining,16.42,4,2.93,0,0,1,0
Daniel James,4999752547078833,"Merchant: Jones, Macdonald and Case",travel,50.13,20,4.33,0,0,2,0
Anna Thompson,4994472512120867,Merchant: Walsh-Chavez,grocery,80.23,17,6.45,0,1,1,0
Misty Martinez,4509907019430580,Merchant: Donovan-Evans,grocery,18.53,14,6.96,0,0,2,0
Barbara Burns,4716344151361242,Merchant: Meyer Group,grocery,32.84,9,14.61,0,0,2,0
Nicole Stewart,4360127827091767,Merchant: Schmidt PLC,gas_station,77.87,17,5.21,1,0,1,0
William Marsh,4240263568879551,Merchant: Reynolds Inc,dining,44.21,15,9.73,0,0,0,0
David Rodriguez,4991006291696706,"Merchant: Martin, Sosa and Wells",gas_station,34.62,19,11.33,1,0,1,0
Adam Lara,4238782508340014,Merchant: Pham PLC,travel,47.76,9,1.79,0,0,0,0
Scott Gomez,4047640038160602,Merchant: Vargas-Jones,dining,37.96,11,6.52,0,1,1,0
Sara Hamilton,4261244337495683,Merchant: Schmidt Group,grocery,16.94,13,23.86,0,0,2,0
Elizabeth Key,4827347072462599,Merchant: Mclean PLC,grocery,9.91,1,3.49,1,0,2,0
Mason Price,4989686205506721,"Merchant: Johnson, Brown and Hall",dining,52.98,14,24.05,1,0,3,0
Trevor Hill,4360835233919989,Merchant: Clark Group,online_shopping,12.26,6,19.2,0,0,3,0
Erica Taylor,4277028748928230,Merchant: Larson Group,grocery,37.01,15,0.1,1,0,1,0
Justin Anderson,4319799123065539,Merchant: Wilson-Shaffer,gas_station,21.45,20,34.91,0,0,1,0
Michael Farmer,4517496468467194,"Merchant: Mendoza, Davis and Bryant",gas_station,28.49,13,5.35,0,0,1,0
Robert Cline,4714395161724052,"Merchant: Bradley, Hansen and Chambers",grocery,54.71,13,38.05,0,0,3,0
Jacqueline Perry,4947723133361431,"Merchant: Martin, Fischer and Love",online_shopping,32.35,17,21.34,0,0,1,0
Christopher Mayer,4564867115395735,Merchant: Huang-Briggs,grocery,34.49,7,19.31,0,1,3,0
Natalie Patrick,4334160462907099,Merchant: Roberts-Jarvis,online_shopping,25.36,15,3.18,0,0,0,0
Shawn Rodriguez,4014275526354059,Merchant: Morris-Bentley,dining,44.65,8,1.37,1,0,0,0
Jonathan Torres,4013632493845710,Merchant: Johnson Ltd,gas_station,70.3,13,13.87,0,1,1,0
Susan Baker,4966991498250467,"Merchant: Aguilar, Cisneros and Taylor",grocery,49.2,0,7.93,0,0,1,0
Richard Rivera,4617132714711858,Merchant: Johnson-Martinez,grocery,28.74,6,0.58,0,0,1,0
Amanda Wiggins,4306906613121293,Merchant: Day-Franklin,grocery,24.29,13,22.24,0,0,1,0
Amber Bennett,4466835161234610,Merchant: Crawford LLC,online_shopping,22.15,11,14.6,0,0,1,0
Kelly Moore,4926339309065824,"Merchant: Kennedy, Davis and Washington",grocery,21.24,7,6.44,0,0,3,0
Steven Davis,4830094634818695,"Merchant: Norman, Rodriguez and James",dining,111.88,8,2.87,0,0,1,0
Ashley Alvarez DVM,4596168914908899,Merchant: Weeks PLC,dining,29.46,11,11.51,0,0,1,0
Kimberly Taylor,4120308273636567,Merchant: Mahoney LLC,gas_station,13.11,13,21.96,1,0,2,0
Mallory Collins,4569654209582278,Merchant: Waters-Browning,dining,41.32,11,13.22,0,0,1,0
Steven Anderson,4044656701629981,"Merchant: Holt, Hill and Roman",grocery,91.18,7,4.38,1,0,0,0
Holly Austin,4849165849144165,Merchant: Moreno LLC,gas_station,25.03,8,7.86,0,0,0,0
Karen Goodman,4052573499850308,"Merchant: Johnson, Hawkins and Sexton",gas_station,49.87,16,18.93,1,0,2,0
Christina Robinson,4892449009154222,"Merchant: Davis, Weber and Velazquez",online_shopping,78.63,13,21.39,1,0,1,0
Tom Perez,4843230748745342,"Merchant: George, Williams and Walton",grocery,28.77,14,7.61,0,0,1,0
Brandon Powell,4107490257359726,"Merchant: Johnston, Rose and Hoffman",grocery,33.71,13,4.47,0,0,0,0
Ashley Perez,4466746493251646,Merchant: Fernandez Ltd,gas_station,42.31,18,1.2,0,0,1,0
Matthew Murphy,4427018972398589,Merchant: Kim-Brown,grocery,16.39,19,1.77,0,0,0,0
Mary Meyer,4980666552488532,Merchant: Munoz-Nelson,grocery,44.26,1,35.67,0,0,0,0
Sophia Wolf,4346867304000950,Merchant: Morgan Inc,grocery,26.22,12,14.97,0,0,4,0
Javier Stanley,4656737292687619,Merchant: Miller Inc,grocery,5.21,17,13.73,0,0,0,0
Taylor Johnson,4884414253360289,"Merchant: Ingram, Hickman and Paul",gas_station,61.32,5,18.75,0,0,0,0
Janice Williams,4908877578735942,Merchant: Sampson-Weber,travel,150.29,17,1.66,0,0,1,0
Christopher Thomas,4634285357462061,Merchant: Hunt-Lloyd,grocery,138.22,12,6.5,0,0,1,0
Robert Martin,4527359655289805,Merchant: Rogers-Fowler,dining,24.26,7,6.54,1,0,1,0
Kenneth Webb,4176966671563072,Merchant: Sandoval LLC,travel,46.97,11,2.06,1,0,0,0
Mark Montoya,4925797766800028,Merchant: Mccoy Inc,gas_station,17.76,9,24.74,0,0,0,0
Jodi Lewis,4313726512558572,"Merchant: Sellers, Murphy and Nash",travel,258.58,9,20.35,1,0,2,0
Kimberly Wilson,4523402119906434,"Merchant: Robinson, Nguyen and Dixon",gas_station,43.77,13,0.22,1,0,2,0
Randy Bradshaw,4977944774920508,Merchant: Roy PLC,travel,21.65,18,12.25,0,0,0,0
Steven Scott,4182736921916772,Merchant: Woods-Larson,grocery,27.84,14,0.15,0,0,3,0
Katherine Dunn,4086694793802835,Merchant: Montes-Baker,grocery,11.2,7,16.0,0,0,1,0
Mary Peterson,4781789527869031,"Merchant: Taylor, Adams and Donaldson",travel,17.72,8,11.62,0,0,1,0
Amy Diaz,4045129799167164,Merchant: Jimenez Inc,grocery,140.4,15,3.83,0,0,3,0
Traci Martinez,4370181107355275,Merchant: Bennett PLC,electronics,26.12,5,39.83,0,0,1,0
Jim Rodriguez,4512710538834984,Merchant: Humphrey Group,grocery,13.91,12,0.5,0,0,2,0
Elizabeth Marks,4789415679780865,Merchant: Williams LLC,grocery,28.66,16,16.22,0,0,3,0
Jeffrey Joyce,4762599672334613,Merchant: Petersen-Kelly,grocery,47.14,10,4.74,0,0,0,0
Sean Wagner,4891771020378642,Merchant: Anderson-Jackson,grocery,17.16,10,17.49,1,0,2,0
Todd Lutz,4189474717993887,"Merchant: Barber, Davis and Barnett",travel,50.07,10,2.15,0,0,3,0
Ryan Walker,4848786382469874,Merchant: Burton Ltd,online_shopping,69.41,1,8.91,0,0,4,0
Nicholas Gomez,4685513127731525,Merchant: Robertson and Sons,grocery,24.89,8,10.4,0,0,0,0
Brittany Heath,4590436129151639,"Merchant: Hatfield, Lyons and Richards",online_shopping,48.45,10,58.63,1,0,0,0
Rebecca Cox,4512858913089813,"Merchant: Hart, Hayes and Velez",online_shopping,28.42,13,4.14,0,0,2,0
Travis Schmidt,4911598724834307,Merchant: Meza LLC,dining,34.87,16,5.92,0,1,1,0
Brett Martin,4741671239889136,Merchant: Thomas-Nguyen,dining,21.74,14,30.38,1,0,2,0
Lisa Bridges,4968878997243721,"Merchant: Nguyen, Cruz and Wilson",electronics,9.56,8,4.52,1,0,0,0
Brittany Dunlap,4367523563710896,Merchant: Acosta and Sons,electronics,39.4,14,9.04,0,0,0,0
Shannon Ramirez,4335613085247193,Merchant: Griffin and Sons,grocery,150.74,7,10.39,0,0,1,0
Tiffany Phillips,4353077218716341,"Merchant: Thomas, Dennis and Rodriguez",grocery,63.57,11,8.49,1,0,3,0
Valerie English,4784839974135316,Merchant: Rivas-Whitaker,online_shopping,13.12,8,26.67,0,0,1,0
Chad Hurley,4346929783701241,"Merchant: Reyes, Parker and Gibson",grocery,24.56,6,22.47,0,0,1,0
David Peters,4101038333112977,"Merchant: Walker, Mathis and Acosta",grocery,7.57,1,9.55,0,0,0,0
Thomas Austin,4445276966242829,"Merchant: Reilly, Price and Galloway",grocery,22.65,11,11.84,0,0,1,0
Amy Jenkins,4766378831306671,"Merchant: Boyle, Miller and Ellis",grocery,74.23,9,14.63,0,0,0,0
Rodney Duran,4237868943383643,Merchant: Kelly and Sons,gas_station,13.08,16,1.51,0,0,2,0
Tiffany Sanchez,4482739548166141,Merchant: Turner Ltd,grocery,25.78,8,31.8,0,0,1,0
Maria Myers,4108296829245908,Merchant: Velasquez-Flores,grocery,40.44,8,25.93,1,0,2,0
Ruben Jones,4721556325258888,"Merchant: Ellis, Webb and Rivera",gas_station,27.4,1,1.71,0,0,1,0
Desiree Stafford,4821240238140496,Merchant: Padilla PLC,online_shopping,48.43,15,7.07,0,0,4,0
Patrick Blackburn,4987313312568096,"Merchant: Lawrence, Sutton and Fowler",electronics,6.43,8,17.02,0,0,0,0
Jeremy Chambers,4348936594557017,Merchant: Shaw-Moore,online_shopping,22.89,1,10.7,0,0,2,0
Alexandra Wilson,4278539874573649,Merchant: Lee Ltd,dining,20.88,7,1.57,1,0,1,0
Brian Fuller,4492864018101291,"Merchant: Foster, Powell and Moore",online_shopping,49.47,16,8.37,1,1,0,0
Matthew Evans,4021079636690209,Merchant: Henderson-Mcguire,gas_station,30.99,2,3.38,0,0,1,0
Patrick Gibson,4109328212528555,Merchant: Krueger-Jackson,grocery,95.52,16,21.03,1,0,1,0
William Lozano,4029813528338820,Merchant: Mann Ltd,grocery,11.66,12,27.04,0,0,1,0
Dillon Travis,4578679630235989,Merchant: Thomas-Velasquez,dining,11.4,6,36.49,0,0,2,0
Steven Rodriguez,4000004683524155,Merchant: Shah Inc,gas_station,30.52,8,0.33,0,0,2,0
Kevin Walter,4765233570191654,Merchant: Thomas-Wagner,gas_station,151.45,10,3.97,0,0,2,0
Rebecca Blake,4929806515270122,"Merchant: Wiley, Brown and Sampson",dining,28.15,6,1.36,1,0,0,0
Brian Bright,4401296764249547,"Merchant: Ford, Smith and Hodge",dining,10.46,3,1.94,1,0,0,0
Linda Cox,4671922478221323,Merchant: Webster and Sons,online_shopping,21.55,8,13.66,0,0,2,0
Mary Copeland,4880761292706532,Merchant: Peters Group,dining,33.28,15,13.86,0,0,1,0
Jennifer Little,4612112379281483,"Merchant: Johnson, Brown and Coleman",online_shopping,46.43,8,12.36,1,0,1,0
Diana Ramsey,4229835874744127,Merchant: Pitts LLC,dining,44.14,7,12.91,0,0,2,0
David Romero,4043842883351153,Merchant: Barnes-Rivers,grocery,89.17,7,10.45,0,0,0,0
Russell Bird,4702452859234466,Merchant: Dunn LLC,online_shopping,40.12,8,2.62,1,0,0,0
Brian Shaffer,4321119470117237,Merchant: Fuller-Reyes,online_shopping,69.73,16,22.08,0,0,0,0
Jon Garza,4319010762378559,Merchant: Morgan-Ware,grocery,21.62,10,11.13,0,0,1,0
Ashley Norman,4712301674302123,Merchant: Arellano-Anderson,travel,24.37,10,22.94,0,0,0,0
Kristina Monroe,4663267395894830,Merchant: Dixon Inc,travel,16.97,13,24.91,0,0,2,0
Joseph Schaefer,4864641266305968,Merchant: Hancock LLC,grocery,92.18,18,0.25,1,0,1,0
Kyle Garza,4282331777364936,Merchant: Vargas-Hunter,gas_station,61.19,18,1.34,0,0,2,0
Tiffany Johnston,4546817557958782,"Merchant: Osborn, Ryan and Garrett",grocery,15.63,8,5.86,0,0,2,0
Phillip Ward,4668660968507562,Merchant: Kane PLC,grocery,23.31,11,16.32,0,0,1,0
Stephanie Fisher,4386233884101794,"Merchant: Myers, Coleman and White",online_shopping,98.46,13,12.3,0,0,0,0
Patrick Reed,4804956603562383,Merchant: Garcia Group,grocery,13.89,14,29.77,1,0,3,0
Sarah Berry,4255578179463293,Merchant: Cohen PLC,online_shopping,54.8,10,28.13,0,0,1,0
Teresa Li,4146747023756193,"Merchant: Browning, Wiley and Duran",dining,30.39,12,9.68,0,0,1,0
Paula Caldwell,4424462416749747,Merchant: Campbell and Sons,grocery,25.57,20,27.69,0,0,0,0
Keith Johnson,4839604831821184,"Merchant: Smith, Hill and Steele",travel,4.77,16,9.13,1,0,0,0
Annette Knapp,4485061879963443,Merchant: Greene-Osborne,dining,33.41,9,3.62,0,0,1,0
Monica Atkinson,4608824792229784,Merchant: Chapman-Fuller,online_shopping,153.33,8,116.98,1,0,9,1
Robert Cooper,4099179229398900,Merchant: Montoya Inc,grocery,31.87,18,8.11,1,0,1,0
Danielle Griffin,4532777705503714,Merchant: Mitchell Ltd,gas_station,8.95,21,2.29,0,0,3,0
Jimmy Ritter,4962476659053490,Merchant: Ellis Group,grocery,32.79,10,1.72,0,0,1,0
Riley Clark,4574451015984555,Merchant: Willis-Olson,electronics,6.79,0,1.13,0,0,2,0
Kimberly Morris,4456232179140181,Merchant: Brooks and Sons,grocery,86.91,13,5.38,1,0,0,0
Gregory Ochoa,4435716170297277,Merchant: Gaines-Jackson,grocery,21.5,14,11.95,0,0,0,0
Shannon Cook,4029455469726140,Merchant: Thompson-Owens,dining,44.21,14,16.98,1,0,0,0
Natalie Huff,4448394175723088,"Merchant: Morales, Allen and Pittman",grocery,22.75,10,2.88,1,0,0,0
Ronald Garcia,4126944655173722,"Merchant: Robbins, Chapman and Morris",grocery,28.44,7,2.0,0,1,2,0
